"Date Time",Symbol,Open,High,Low,Close,Volume,ZL,MA
"2021-08-25 15:45:00",TSLA,237.2,237.3233,236.8998,237.0033,1651710,249.41707018846452,266.0657059948569
"2021-08-25 16:00:00",TSLA,237.0667,237.25,236.8351,237.17,530028,248.13831532285224,266.7113227417443
"2021-08-26 09:30:00",TSLA,236.1033,237.8667,236.0467,237.8633,3076050,247.15891551703808,267.23993293234304
"2021-08-26 09:45:00",TSLA,237.8133,238.36,236.1333,237.8017,2281695,246.23330717976563,267.57256835228486
"2021-08-26 10:00:00",TSLA,237.8327,238.4667,237.4033,237.45,1792869,245.28788662218255,267.6958346527656
"2021-08-26 10:15:00",TSLA,237.4167,237.7333,236.27,236.6733,1636398,244.22727179166876,267.5808290545275
"2021-08-26 10:30:00",TSLA,236.8,237.0667,235.8067,236.09,1712310,243.13912881840014,267.278700205062
"2021-08-26 10:45:00",TSLA,236.1667,236.1667,234.7867,235.25,2699934,241.97295992337828,266.77958973344835
"2021-08-26 11:00:00",TSLA,235.2342,235.2367,233.7333,234.9667,3076095,240.90381828778305,266.1761909139261
"2021-08-26 11:15:00",TSLA,234.9539,235.8333,234.9033,235.12,1729251,240.0378322231053,265.5373767923091
"2021-08-26 11:30:00",TSLA,235.1267,235.4,234.25,234.66,1519653,239.17919282409497,264.79428398955247
"2021-08-26 11:45:00",TSLA,234.6083,235.1667,234.36,235.05,933723,238.55959667739157,264.06725154098166
"2021-08-26 12:00:00",TSLA,235.0062,235.3267,234.7933,235.0967,842301,238.04514855578515,263.3160556040285
"2021-08-26 12:15:00",TSLA,235.14,235.8433,234.9733,235.4667,844659,237.70517751632366,262.58740502609544
"2021-08-26 12:30:00",TSLA,235.4467,235.939,235.1667,235.6433,765819,237.45657272169223,261.85890767318585
"2021-08-26 12:45:00",TSLA,235.5833,235.8367,235.2133,235.76,556047,237.2678799598877,261.1268320181498
"2021-08-26 13:00:00",TSLA,235.76,236.1033,235.41,236.08,693192,237.18337344182947,260.42054382464516
"2021-08-26 13:15:00",TSLA,236.0667,236.1,234.8667,235.14,930126,236.84938143995348,259.5837586570738
"2021-08-26 13:30:00",TSLA,235.1933,235.5468,235.08,235.4857,541695,236.66083055204558,258.79288731414385
"2021-08-26 13:45:00",TSLA,235.4521,235.5667,234.95,235.18,494901,236.41721703129588,257.96558705539184
"2021-08-26 14:00:00",TSLA,235.1667,235.29,234.5067,234.7033,827730,236.08651491337173,257.0872250722159
"2021-08-26 14:15:00",TSLA,234.7073,234.9233,234.5,234.7671,695772,235.83224774686886,256.2333414841412
"2021-08-26 14:30:00",TSLA,234.7733,234.8573,234.3667,234.4508,561333,235.5397851807266,255.35723631920123
"2021-08-26 14:45:00",TSLA,234.46,234.4867,233.69,233.8,1231725,235.13002931211741,254.4222454877846
"2021-08-26 15:00:00",TSLA,233.8035,233.8167,232.54,233.1167,2696982,234.62055705534095,253.432846662423
"2021-08-26 15:15:00",TSLA,233.1429,233.5967,232.8867,233.505,1658328,234.31857831453902,252.53091846390183
"2021-08-26 15:30:00",TSLA,233.52,233.6933,233.1,233.3371,1431906,234.03556784548988,251.64145614463868
"2021-08-26 15:45:00",TSLA,233.3833,233.74,233.1133,233.7167,2448501,233.91409754485198,250.83427275745984
"2021-08-26 16:00:00",TSLA,233.72,237.9333,233.4333,233.6,517665,233.78986431285566,250.0420609784304
"2021-08-27 09:30:00",TSLA,235,236.233,234.0334,234.3333,3807945,233.88926511561644,249.37190244557144
"2021-08-27 09:45:00",TSLA,234.3401,235.5967,234.3,235.2547,1980264,234.21580927446894,248.83788607104842
"2021-08-27 10:00:00",TSLA,235.2667,237.2166,234.8567,237.1143,4643304,234.97028438557547,248.54622268368308
"2021-08-27 10:15:00",TSLA,237.1433,237.9967,236.4333,236.6133,3337110,235.43542968382567,248.18083600365293
"2021-08-27 10:30:00",TSLA,236.61,236.8933,236.2833,236.4767,1410969,235.76496644001307,247.7958699870869
"2021-08-27 10:45:00",TSLA,236.5033,236.9967,236.2933,236.8833,1310970,236.12947372129332,247.46263263029147
"2021-08-27 11:00:00",TSLA,236.9167,237.5,236.9,237.18,1441098,236.4913755254728,247.16402082218937
"2021-08-27 11:15:00",TSLA,237.17,237.2596,236.5867,236.6867,900024,236.6404406157787,246.79954151531882
"2021-08-27 11:30:00",TSLA,236.6967,237,236.6133,236.8771,638367,236.80141617976307,246.46225695429968
"2021-08-27 11:45:00",TSLA,236.88,237.2033,236.7667,237.0967,1318347,236.97948973330747,246.15461393282794
"2021-08-27 12:00:00",TSLA,237.1017,237.85,237.0983,237.4367,1318911,237.20291541074192,245.89014001317233
"2021-08-27 12:15:00",TSLA,237.4212,237.4297,236.8367,236.87,823602,237.22148702251542,245.55274113025553
"2021-08-27 12:30:00",TSLA,236.8667,236.9766,236.5734,236.71,805965,237.18550928784865,245.20135359117745
"2021-08-27 12:45:00",TSLA,236.7367,237.04,236.5867,236.8667,615891,237.19094586466798,244.8780670826141
"2021-08-27 13:00:00",TSLA,236.8667,237.2133,236.7433,236.7934,786690,237.16887588305224,244.55265041036407
"2021-08-27 13:15:00",TSLA,236.7633,237.6267,236.7467,237.27,1027062,237.27144332751718,244.29508493377335
"2021-08-27 13:30:00",TSLA,237.2633,238.3,237.1167,238.0233,1751367,237.54662464737882,244.13450542748004
"2021-08-27 13:45:00",TSLA,238.0067,238.3333,237.7433,237.9737,1369650,237.74536756304497,243.96234706483423
"2021-08-27 14:00:00",TSLA,237.9959,238.05,237.18,237.445,1148034,237.7557752651049,243.7207406431438
"2021-08-27 14:15:00",TSLA,237.4633,237.6186,237.1667,237.55,754221,237.78493653059573,243.4962932308502
"2021-08-27 14:30:00",TSLA,237.55,237.7267,237.3233,237.4833,803502,237.78387059237278,243.26679328635242
"2021-08-27 14:45:00",TSLA,237.5,238.0033,237.4767,237.9631,811392,237.90424723791563,243.10179076141173
"2021-08-27 15:00:00",TSLA,237.97,238.16,237.84,237.8667,1158222,237.96831278896926,242.92396569739424
"2021-08-27 15:15:00",TSLA,237.86,237.86,237.3267,237.5533,1314450,237.9301606879277,242.7081613876874
"2021-08-27 15:30:00",TSLA,237.5333,237.6,237.0967,237.22,1122333,237.80601300781697,242.4562291608256
"2021-08-27 15:45:00",TSLA,237.2267,237.5333,237.05,237.25,2375052,237.71080220186178,242.21770687213248
"2021-08-27 16:00:00",TSLA,237.3067,237.5,237.25,237.3833,343950,237.66681258520367,242.0049367657023
"2021-08-30 09:30:00",TSLA,238.2383,242,237.5767,241.0311,7154667,238.59649138551188,242.254998985712
"2021-08-30 09:45:00",TSLA,241.075,241.1267,238.6,239.3533,4231149,238.88407598603402,242.25923491816297
"2021-08-30 10:00:00",TSLA,239.3967,240.6,238.75,239.7633,2683338,239.21371414180473,242.30204311745393
"2021-08-30 10:15:00",TSLA,239.7833,241.0133,239.7433,240.667,1590354,239.70687045743614,242.44178372425296
"2021-08-30 10:30:00",TSLA,240.7333,241.1767,240.4,240.4543,1499493,240.03235325142174,242.53012786100734
"2021-08-30 10:45:00",TSLA,240.3933,240.8333,239.7967,240.7033,1321845,240.34615585003525,242.62989280124296
"2021-08-30 11:00:00",TSLA,240.7267,241.5933,240.72,241.5547,1756152,240.80987498677095,242.81549523988312
"2021-08-30 11:15:00",TSLA,241.5789,241.6667,240.6133,241.2533,1261803,241.08580384260185,242.93503787249165
"2021-08-30 11:30:00",TSLA,241.32,242.7567,240.8755,242.6631,2963136,241.66597394397556,243.20869489906175
"2021-08-30 11:45:00",TSLA,242.6631,242.9333,242.2433,242.8867,2131824,242.17189332572,243.47383036186005
"2021-08-30 12:00:00",TSLA,242.9033,243.3333,241.7367,241.95,2969883,242.30966484443593,243.58644888711072
"2021-08-30 12:15:00",TSLA,241.95,241.9766,241.2767,241.832,2061579,242.37223851442235,243.66345865213404
"2021-08-30 12:30:00",TSLA,241.82,242,241.37,241.7709,962406,242.39097552677114,243.71559952390933
"2021-08-30 12:45:00",TSLA,241.83,242.2167,241.37,241.6134,977544,242.35030117815452,243.73346807236652
"2021-08-30 13:00:00",TSLA,241.6315,242.1233,241.3733,241.4134,772137,242.2523179592085,243.71530696618865
"2021-08-30 13:15:00",TSLA,241.4233,241.4233,240.68,240.75,1260405,241.98720543183578,243.6069936278324
"2021-08-30 13:30:00",TSLA,240.7633,241.32,240.73,241.13,687189,241.86799611719795,243.54776418759423
"2021-08-30 13:45:00",TSLA,241.13,241.9767,240.9867,241.8833,1301625,241.96520772037832,243.57993170477351
"2021-08-30 14:00:00",TSLA,241.9133,242.2966,241.4433,242.1717,1065651,242.111471189646,243.63703301083873
"2021-08-30 14:15:00",TSLA,242.1867,242.45,241.9233,242.3133,1032573,242.2577265713601,243.69858646178307
"2021-08-30 14:30:00",TSLA,242.3167,242.97,242.21,242.6133,1263873,242.44590549320392,243.7841486952868
"2021-08-30 14:45:00",TSLA,242.6333,243.6667,242.5967,243.0037,3141021,242.69115111959525,243.90290253877842
"2021-08-30 15:00:00",TSLA,243.0167,243.2718,242.7951,243.1067,1282017,242.90503665899308,244.0159464224635
"2021-08-30 15:15:00",TSLA,243.0867,243.6233,242.9333,243.315,1825488,243.12155589897932,244.1371003459695
"2021-08-30 15:30:00",TSLA,243.3,243.5417,242.3,242.6634,1866894,243.11170562837785,244.15833868965805
"2021-08-30 15:45:00",TSLA,242.7133,243.6667,242.65,243.61,4070352,243.34645837592822,244.2889044464566
"2021-08-30 16:00:00",TSLA,243.6467,243.9633,243.3567,243.75,280386,243.56145103992588,244.41782243155728
"2021-08-31 09:30:00",TSLA,244.3333,245.65,242.1467,242.95,5775558,243.51100787388484,244.42796679757546
"2021-08-31 09:45:00",TSLA,242.8733,244.6633,242.64,243.06,3288963,243.49168212181624,244.44442834245683
"2021-08-31 10:00:00",TSLA,242.96,243.6041,242.86,243.2,2008983,243.50581662801446,244.47055367635417
"2021-08-31 10:15:00",TSLA,243.2,245.82,242.8833,245.0633,4800726,244.00430490546591,244.72079841215262
"2021-08-31 10:30:00",TSLA,245.0567,246.1333,244.86,245.9,3094869,244.61413496837994,245.04569937901826
"2021-08-31 10:45:00",TSLA,245.9033,246.6667,245.61,246.5167,2958636,245.25202981116615,245.41059315177358
"2021-08-31 11:00:00",TSLA,246.5567,246.7967,245.5567,245.6271,2265864,245.5104805158424,245.62344236122223
"2021-08-31 11:15:00",TSLA,245.6067,246.0133,245.2,245.35,1442118,245.6292263291588,245.77512687287822
"2021-08-31 11:30:00",TSLA,245.3866,246.03,245.05,245.8487,1256853,245.84307781793905,245.96837366456523
"2021-08-31 11:45:00",TSLA,245.8608,246.2567,245.5633,245.9367,945738,246.023654874636,246.147980175648
"2021-08-31 12:00:00",TSLA,245.9563,245.9603,244.9,245.0683,1263480,245.92415730660443,246.1958427720247
"2021-08-31 12:15:00",TSLA,245.0517,245.69,244.8467,245.6792,920403,245.99566608709955,246.30931860185265
"2021-08-31 12:30:00",TSLA,245.6792,246.0367,245.55,245.8933,999240,246.09854669956331,246.43273660234996
"2021-08-31 12:45:00",TSLA,245.8733,246.2304,245.7567,246.1033,808416,246.22565803321908,246.56472077717706
"2021-08-31 13:00:00",TSLA,246.11,246.236,245.8733,245.9567,734625,246.27765497155346,246.6599975804246
"2021-08-31 13:15:00",TSLA,245.9267,246.39,245.5033,245.5533,1126602,246.20228221254303,246.69007729032
"2021-08-31 13:30:00",TSLA,245.55,245.8863,245.1867,245.6183,883986,246.15090667097326,246.7197858510492
"2021-08-31 13:45:00",TSLA,245.6333,245.7833,245.3333,245.7318,634635,246.13240409612658,246.75537269409716
"2021-08-31 14:00:00",TSLA,245.7115,245.9867,245.6233,245.9234,628218,246.16146742693056,246.8061804404311
"2021-08-31 14:15:00",TSLA,245.9633,245.9833,245.3333,245.5333,656346,246.07446564084916,246.79825764428656
"2021-08-31 14:30:00",TSLA,245.5855,246.0867,245.5733,245.8533,988932,246.08439972371076,246.82601737151373
"2021-08-31 14:45:00",TSLA,245.8367,246,245.4433,245.74,1000581,246.05692272900285,246.83211420929933
"2021-08-31 15:00:00",TSLA,245.7967,245.8867,244.2,244.3933,2040702,245.67297998331935,246.66474166376398
"2021-08-31 15:15:00",TSLA,244.3867,244.5933,243.5767,243.6651,1955415,245.17158776234132,246.41788414300402
"2021-08-31 15:30:00",TSLA,243.66,243.8067,242.7733,243.62,2548947,244.76050801300352,246.18476207065117
"2021-08-31 15:45:00",TSLA,243.6266,245.3333,243.54,245.2533,5682480,244.86853905404104,246.1740245980899
"2021-08-31 16:00:00",TSLA,245.24,245.2933,244.9582,245,2887056,244.88855902186364,246.12916599994588
"2021-09-01 09:30:00",TSLA,244.6933,245.9533,243.8633,245.74,4202940,245.10186840594022,246.1776126752436
"2021-09-01 09:45:00",TSLA,245.7233,247.0267,244.6667,246.33,4333434,245.42813921044663,246.29186158598702
"2021-09-01 10:00:00",TSLA,246.36,247.33,246.1312,246.415,2829807,245.70880471558513,246.40261693207572
"2021-09-01 10:15:00",TSLA,246.3797,246.5091,245.42,245.8633,1989513,245.78305070475653,246.43070306977842
"2021-09-01 10:30:00",TSLA,245.9133,246.5,245.9033,246.36,1179747,245.97101407017314,246.51494326699893
"2021-09-01 10:45:00",TSLA,246.43,246.8967,246.1367,246.1944,2897265,246.07311339843488,246.56734101184225
"2021-09-01 11:00:00",TSLA,246.2067,246.5296,245.9467,246.3633,1011462,246.19541059065915,246.63273408090137
"2021-09-01 11:15:00",TSLA,246.3533,246.5333,246.04,246.2233,559497,246.25154504636146,246.67135825858622
"2021-09-01 11:30:00",TSLA,246.32,246.3467,245.3833,245.622,905718,246.13268168633945,246.62821018407908
"2021-09-01 11:45:00",TSLA,245.6667,245.8633,245.4167,245.6283,764643,246.03660285680613,246.58704850728736
"2021-09-01 12:00:00",TSLA,245.6133,245.6133,244.9167,245.3633,1129413,245.88737549517336,246.51394552683885
"2021-09-01 12:15:00",TSLA,245.3601,245.6133,245.1067,245.4067,579111,245.77855793366416,246.45060089763538
"2021-09-01 12:30:00",TSLA,245.35,245.4033,244.4667,245.0933,1209633,245.60787446125605,246.35168681152652
"2021-09-01 12:45:00",TSLA,245.0933,245.2166,244.7757,245.1844,659292,245.4961422272163,246.2712619481928
"2021-09-01 13:00:00",TSLA,245.1833,245.6867,244.9767,245.3433,837822,245.44984829552962,246.21619768403417
"2021-09-01 13:15:00",TSLA,245.335,245.5833,245,245.24,591237,245.38625584989188,246.15147693804715
"2021-09-01 13:30:00",TSLA,245.21,245.6333,245.18,245.3167,570612,245.35689903575204,246.10062152168163
"2021-09-01 13:45:00",TSLA,245.3033,245.8733,245.3033,245.6786,810654,245.43052466136868,246.09804390331524
"2021-09-01 14:00:00",TSLA,245.7,246.0067,245.6067,245.6667,794262,245.48652257689582,246.09255633551146
"2021-09-01 14:15:00",TSLA,245.6333,245.64,244.72,244.8894,1176282,245.3251185438771,245.98892005053227
"2021-09-01 14:30:00",TSLA,244.905,244.94,243.7567,244.5767,1638063,245.11468254933516,245.85460142839943
"2021-09-01 14:45:00",TSLA,244.59,244.6517,244.2433,244.5812,704694,244.95029115437922,245.73229802889134
"2021-09-01 15:00:00",TSLA,244.52,244.93,244.18,244.8867,898632,244.9030323508528,245.65862315781757
"2021-09-01 15:15:00",TSLA,244.9267,245.0966,244.5902,244.7633,922908,244.83523950844864,245.57552611390054
"2021-09-01 15:30:00",TSLA,244.737,245.2667,244.737,244.98,858039,244.8414562056936,245.52648395116395
"2021-09-01 15:45:00",TSLA,244.96,245.17,244.4806,244.6933,1980822,244.7727877341655,245.44549082456027
"2021-09-01 16:00:00",TSLA,244.6967,244.83,244.55,244.7333,312066,244.7313274747945,245.37647523374656
"2021-09-02 09:30:00",TSLA,244.8333,245.8367,244.1267,244.7433,3396825,244.70356019291393,245.31464920584932
"2021-09-02 09:45:00",TSLA,244.74,246.1967,244.5077,245.3667,2796726,244.8493625941259,245.33600915768596
"2021-09-02 10:00:00",TSLA,245.4,245.7167,244.8078,245.3467,1754541,244.9617345094219,245.35233224079093
"2021-09-02 10:15:00",TSLA,245.2233,245.8467,244.88,245.7167,1278993,245.15031317148785,245.41279549149655
"2021-09-02 10:30:00",TSLA,245.7167,245.7866,245.1,245.53,1007988,245.25088702175094,245.44366043621815
"2021-09-02 10:45:00",TSLA,245.5,246.6267,245.5,246.5733,2261922,245.6072680745615,245.60130744638047
"2021-09-02 11:00:00",TSLA,246.5733,246.738,245.7534,246.26,1764495,245.8056935812272,245.7041930923336
"2021-09-02 11:15:00",TSLA,246.23,246.6167,246.14,246.4533,916305,246.01203081916066,245.82068222435984
"2021-09-02 11:30:00",TSLA,246.4533,246.99,246.3533,246.6879,1684326,246.23487183439417,245.95455301638555
"2021-09-02 11:45:00",TSLA,246.64,246.68,246.1333,246.4,846453,246.3314556040679,246.03880975314732
"2021-09-02 12:00:00",TSLA,246.391,246.59,246.08,246.3285,785130,246.38484458578597,246.10512055086227
"2021-09-02 12:15:00",TSLA,246.33,246.3667,246.0467,246.1733,564948,246.38174374407302,246.14470109058632
"2021-09-02 12:30:00",TSLA,246.1767,246.3466,245.6767,245.935,833724,246.311989171711,246.1497017456806
"2021-09-02 12:45:00",TSLA,245.9401,246.044,245.6,245.9389,782295,246.2540819517774,246.15367130234196
"2021-09-02 13:00:00",TSLA,245.9078,246.15,245.5867,245.6633,551238,246.13198721974913,246.12183707959775
"2021-09-02 13:15:00",TSLA,245.6447,246.0067,245.1167,245.1633,1065093,245.90006686112127,246.02963444729156
"2021-09-02 13:30:00",TSLA,245.1367,245.4933,245.0767,245.11,711750,245.70049951884118,245.9386836132034
"2021-09-02 13:45:00",TSLA,245.1383,245.2067,244.4733,244.7933,1457040,245.4578051547406,245.81609424179766
"2021-09-02 14:00:00",TSLA,244.801,244.8867,243.67,244.2,2245617,245.10853163918225,245.63047006040384
"2021-09-02 14:15:00",TSLA,244.2033,244.6333,244.05,244.3267,1742820,244.86699534940098,245.47789168704927
"2021-09-02 14:30:00",TSLA,244.2833,244.6667,244.27,244.4633,651894,244.71475449671675,245.35663135537447
"2021-09-02 14:45:00",TSLA,244.4633,244.68,244.14,244.1833,767361,244.52348663562802,245.21183087216954
"2021-09-02 15:00:00",TSLA,244.18,244.36,243.9167,244.1983,907842,244.38000031655,245.0827035778261
"2021-09-02 15:15:00",TSLA,244.1667,244.77,244.1567,244.4533,1168785,244.33852668791002,244.9978610504024
"2021-09-02 15:30:00",TSLA,244.4617,244.58,243.5567,243.5567,1491063,244.07252510997233,244.80938778321726
"2021-09-02 15:45:00",TSLA,243.5633,244.3167,243.5133,244.13,2865066,244.01866833618186,244.71082298734257
"2021-09-02 16:00:00",TSLA,244.13,244.3833,243.7667,243.78,321435,243.88851502612806,244.57844391837278
"2021-09-03 09:30:00",TSLA,244.0831,244.5667,242.5333,243.2913,3689646,243.66102249167776,244.3982476929024
"2021-09-03 09:45:00",TSLA,243.29,244.0333,242.82,243.9833,2942037,243.66993159919025,244.32235506398223
"2021-09-03 10:00:00",TSLA,243.9567,244.45,243.43,243.58,2314713,243.5758743802363,244.20416784111254
"2021-09-03 10:15:00",TSLA,243.6267,243.82,242.8667,243.3316,1620285,243.44095327283677,244.0671229651523
"2021-09-03 10:30:00",TSLA,243.3167,243.5833,242.7867,243.1667,1408017,243.29584688224043,243.92353833191268
"2021-09-03 10:45:00",TSLA,243.1467,243.93,242.8034,243.4017,1677657,243.24894939359334,243.82407732267012
"2021-09-03 11:00:00",TSLA,243.42,243.42,242.4433,242.53,1537752,242.98634410818744,243.62642881271833
"2021-09-03 11:15:00",TSLA,242.54,242.7867,242.1667,242.6667,1625394,242.8203638146609,243.4659666773173
"2021-09-03 11:30:00",TSLA,242.6667,242.6688,242.26,242.45,1135869,242.63779127626051,243.29515531146768
"2021-09-03 11:45:00",TSLA,242.4167,242.4167,241.8333,242.0133,1686504,242.38396469138968,243.0876246351665
"2021-09-03 12:00:00",TSLA,242.0233,242.1333,241.4,241.9233,2062641,242.16603771696637,242.89029831122275
"2021-09-03 12:15:00",TSLA,241.9366,243.0333,241.9366,242.7367,1789023,242.21677427214593,242.81515634277153
"2021-09-03 12:30:00",TSLA,242.7567,243.2067,242.5833,243.0742,1139097,242.35420165407072,242.79121438560344
"2021-09-03 12:45:00",TSLA,243.0886,243.4933,243.0334,243.3833,1394424,242.55186867642226,242.81003723313643
"2021-09-03 13:00:00",TSLA,243.36,243.64,242.92,243.1833,1131723,242.66100018924328,242.80392179696864
"2021-09-03 13:15:00",TSLA,243.2,243.2467,242.7233,242.9534,841515,242.69084374582113,242.77144149623498
"2021-09-03 13:30:00",TSLA,242.94,242.9967,242.0433,242.28,1404666,242.5394707721677,242.65968697084276
"2021-09-03 13:45:00",TSLA,242.284,242.4791,241.8433,242.1467,1117179,242.3875973471944,242.54366168079255
"2021-09-03 14:00:00",TSLA,242.1567,242.42,241.8667,242.2367,1014690,242.2949781503325,242.45171046783173
"2021-09-03 14:15:00",TSLA,242.26,242.5,242.2267,242.3667,603102,242.26023183936596,242.386579341951
"2021-09-03 14:30:00",TSLA,242.3533,242.3883,241.9267,242.06,889758,242.15550736928103,242.2912007839557
"2021-09-03 14:45:00",TSLA,242.06,242.4133,241.9433,242.26,768483,242.12967903678432,242.23174379081325
"2021-09-03 15:00:00",TSLA,242.27,242.7567,242.2533,242.6867,1112574,242.22656885297482,242.23311079768519
"2021-09-03 15:15:00",TSLA,242.6433,242.9667,242.5233,242.9466,1043472,242.37609670052348,242.2686487889324
"2021-09-03 15:30:00",TSLA,242.96,243.8333,242.95,243.6067,2485008,242.6727253905485,242.3849976499971
"2021-09-03 15:45:00",TSLA,243.6283,244.6667,243.3367,244.5833,3542514,243.16881533851492,242.61385113756782
"2021-09-03 16:00:00",TSLA,244.5233,244.6633,244.36,244.4967,981234,243.53918110970423,242.81151146898998
"2021-09-07 09:30:00",TSLA,246.6667,251.85,246.42,251.2,11197629,245.60925430670642,243.82854486425543
"2021-09-07 09:45:00",TSLA,251.16,252.1433,250.5934,251.4,4851597,247.29728248599977,244.774237794496
"2021-09-07 10:00:00",TSLA,251.4833,252.56,251.0333,252.2233,4065915,248.83962191392965,245.73222614325178
"2021-09-07 10:15:00",TSLA,252.26,253.4,251.98,252.5333,3832701,250.12406880151218,246.636318231421
"2021-09-07 10:30:00",TSLA,252.5067,252.8333,251.8267,252.26,2345859,251.04440388623584,247.41793464476612
"2021-09-07 10:45:00",TSLA,252.2383,252.6767,251.5506,251.659,1974105,251.58592754264023,248.04705812556128
"2021-09-07 11:00:00",TSLA,251.6633,251.76,250.63,250.88,2332029,251.77859946280185,248.51538342717055
"2021-09-07 11:15:00",TSLA,250.83,251.4167,249.5714,250.1166,3129792,251.699280884496,248.839745596728
"2021-09-07 11:30:00",TSLA,250.0944,251.0533,249.9233,250.7667,2046423,251.78118191095513,249.21009731599014
"2021-09-07 11:45:00",TSLA,250.7533,250.83,249.8767,250.2467,1560921,251.6826911975178,249.47574997638083
"2021-09-07 12:00:00",TSLA,250.24,250.7867,249.71,250.11,1501860,251.5447573836145,249.69436983848598
"2021-09-07 12:15:00",TSLA,250.1121,250.8967,250,250.7434,1246044,251.58218239006078,249.96651325646357
"2021-09-07 12:30:00",TSLA,250.7668,251.1166,250.57,250.821,1348533,251.6131480603058,250.21759771171156
"2021-09-07 12:45:00",TSLA,250.8067,250.85,250.0967,250.2024,978579,251.4556136943571,250.36259629237418
"2021-09-07 13:00:00",TSLA,250.2203,250.53,250.01,250.3967,727017,251.36584735010183,250.5130843476996
"2021-09-07 13:15:00",TSLA,250.4067,250.889,250.3705,250.7666,783024,251.37825478391215,250.69048592640704
"2021-09-07 13:30:00",TSLA,250.7133,251.3633,250.6867,251.2667,1134612,251.50756729071338,250.90849964543656
"2021-09-07 13:45:00",TSLA,251.3283,251.54,250.94,251.4167,928662,251.6374526571242,251.11951144473113
"2021-09-07 14:00:00",TSLA,251.4333,251.6132,250.5757,250.6933,1139259,251.53645103536226,251.21508030781936
"2021-09-07 14:15:00",TSLA,250.69,251.2,250.69,250.9933,637530,251.5246304349788,251.33400464978183
"2021-09-07 14:30:00",TSLA,250.95,251.7167,250.77,251.5933,1067661,251.6642861074526,251.51158274862811
"2021-09-07 14:45:00",TSLA,251.5967,251.7367,251.24,251.6096,1073625,251.76976606870983,251.66936219726003
"2021-09-07 15:00:00",TSLA,251.64,251.8667,251.2033,251.2767,1061925,251.7556724470068,251.76562178884208
"2021-09-07 15:15:00",TSLA,251.2767,251.3733,250.9333,251.0467,1191804,251.67452259336764,251.81910631471635
"2021-09-07 15:30:00",TSLA,251.0133,251.33,250.6722,251.2033,1567605,251.6436365255232,251.88225185165842
"2021-09-07 15:45:00",TSLA,251.2167,251.2267,250.43,250.9133,2512776,251.53501948536154,251.89847410885065
"2021-09-07 16:00:00",TSLA,250.9733,250.9733,250.5033,250.54,1094886,251.3434922826844,251.86195612951994
